"award_id"	"contract_id"	"vendor"	"contract"	"estimated_cost"	"obligated_amount"	"start_date"	"end_date"	"issuing_office"	"type"
"7200AA18C00077"	"7200AA18C00077"	"NATHAN ASSOCIATES LLC"	"US-SEGA will support Indo-Pacific economic growth through the use of two interconnected components that will support APEC with technical assistance, as well as USAID Missions with demand- driven assistance on emerging EG opportunities."	33999551	33352775	2018-08-16	2025-06-30	"USAID M/OAA"	"defunded"
"72049221F00002"	"72049221F00002"	"RTI INTERNATIONAL"	"Energy Secure Philippines Activity"	33999010	33656947	2020-11-19	2025-11-18	"USAID/Philippines"	"defunded"
"72038824C00003"	"72038824C00003"	"PALLADIUM INTERNATIONAL LLC"	"Future (FtF) Bangladesh Inclusive Access to Finance Activity"	33986072	7e+06	2024-07-01	2029-06-30	"USAID/Bangladesh"	"defunded"
"720BHA22GR00068"	"720BHA22GR00068"	"CRS - USCCB"	"New Award; Year 1 of a 24 month incrementally funded award to a CRS-led partner consortium across 10 Sectors in Borno State/Jere LGA, NE Nigeria."	33900000	33900000	2022-05-27	2025-03-30	"USAID BHA"	"defunded"
"7200AA23N00006"	"7200AA23N00006"	"TETRA TECH, INC."	"The purpose of the Integrated Land and Resource Governance (ILRG II) Task Order is to provide support to the Land and Resource Governance (LRG) Division in the Bureau for Development, Democracy, and Innovation (DDI) to develop, implement, assess, and evaluate interventions that secure land tenure and resource rights and strengthen LRG systems."	33899698	21520146	2023-09-11	2028-09-10	"USAID M/OAA"	"defunded"
"72067423C00001"	"72067423C00001"	"DAI GLOBAL LLC"	"USAID Southern Africa Mobilizing Investment Activity"	33812067	22645104	2023-01-03	2028-01-02	"USAID/South Africa"	"defunded"
"72067323CA00002"	"72067323CA00002"	"PROJECT HOPE NAMIBIA"	"The purpose of this Cooperative Agreement is to avert new infections for children and youth and improve treatment outcomes for HIV positive children and adolescents by increasing access to comprehensive HIV prevention and impact mitigation services and strengthening resilience in vulnerable children, adolescents, and youth."	33786684	17700000	2023-07-31	2028-07-30	"USAID/Namibia"	"defunded"
"7200AA19F00024"	"7200AA19F00024"	"INTERNATIONAL DEVELOPMENT GROUP ADVISORY SERVICES, LLC"	"The purpose of this task order is to support Asia Bureau in its programming to facilitate rapid, sustainable, and equitable economic growth by enabling USAID to bring a systems approach to addressing Public Financial Management (PFM) objectives under the Indo-Pacific Strategy. The Indo- Pacific Opportunity Program (IPOP) will target activities that improve the macroeconomic policy environment to promote sustainable economic growth and prosperity, improved regional economic cooperation, sound management of institutions, and good governance while also leveling the playing field for business in the Asia region."	33657540	20881480	2019-09-27	2025-04-18	"USAID M/OAA"	"defunded"
"7200AA23CA00026"	"7200AA23CA00026"	"PAN AMERICAN DEVELOPMENT FOUNDATION"	"Democracy Program"	33600000	14629169	2023-10-01	2028-09-30	"USAID M/OAA"	"defunded"
"72052020CA00001"	"72052020CA00001"	"JHPIEGO CORP"	"Improved Health and Nutrition Activity"	33500000	22221919	2020-07-31	2025-07-30	"USAID/Guatemala"	"defunded"
"720BHA23GR00248"	"720BHA23GR00248"	"CRS - USCCB"	"To provide vital multisectoral assistance for conflict-affected population in Sudan."	33400000	33400000	2023-08-22	2025-09-30	"USAID BHA"	"defunded"
"7200AA20M00010"	"7200AA20M00010"	"ZEMITEK LLC"	"New Africa Institutional and Technical Support Services (ITSS II) Contract - The technical and support services provided under this contract will assist USAID in achieving its program priorities by providing contracted technical, professional, operational, and administrative support staff in support of USAID’s African programs"	33337050	25080635	2020-12-07	2025-12-06	"M/OAA/RM"	"defunded"
"72049221C00002"	"72049221C00002"	"CADMUS (NATHAN ASSOCIATES LLC)"	"BETTER ACCESS AND CONNECTIVITY (BEACON) PROJECT"	33276461	33276461	2021-06-14	2026-06-13	"USAID/Philippines"	"defunded"
"72049721C00001"	"72049721C00001"	"CHEMONICS INTERNATIONAL, INC."	"Terrestrial activity will advance Indonesia's own development goals to become self-reliant in protecting natural resources while balancing biodiversity conservation, reduction of greenhouse gas emissions, and sustainable land use with inclusive economic and livelihoods development."	33199806	27696314	2021-02-26	2026-02-25	"USAID/Indonesia"	"defunded"
"72062423CA00003"	"72062423CA00003"	"LA CONFERENCE EPISCOPALE NATIONAL DU CAMEROUN"	"The proposed Consolidating Systems and Services for the Management of Orphans and Vulnerable Children (OVC) in Cameroon (CoSMO) is a five-year project to be implemented across 68 health districts nationwide beginning on or around January 2023. The CoSMO Project seeks to improve overall well-being among children and families infected and affected by the Human Immunodeficiency Virus/Acquired Immunodeficiency Syndrome (HIV/AIDS), through the delivery of high-quality services that address protection, education, health, and socioeconomic status. Specifically, CoSMO will strengthen the capacity of households to ensure that children are healthy, safe, stable, and schooled through family-based case management, reduce the incidence of the Human Immunodeficiency Virus (HIV) infections among children below the age of 18 and reduce the morbi-mortality among HIV-positive children below the age of 18 and their caregivers. For a sustained impact, CoSMO will strengthen the capacities of local institutions and community providers to protect, care for, and support OVC."	33049986	14182023	2023-01-01	2027-12-31	"USAID/West Africa Regional"	"defunded"
"72065622CA00010"	"72065622CA00010"	"IDE"	"USAID/Mozambique intends to award a $24.9 million, five-year cooperative agreement to support Feed the Future Mozambique Resilient Coastal Communities Activity (FtF RCC). The objective of this Award is to improve the resilience of coastal communities and ecosystems, engaging young people to increase their productive participation in sustainably managing natural resources, building sustainable food and fisheries systems and climate resilient, diversified, and economically viable livelihoods. The proposed activity will support the following IRs in the CDCS: ¿ IR 2.4 Profitability of Agricultural and Other Targeted Enterprises Increased ¿ IR 3.1 Household Nutrition and Food Security Increased ¿ IR 3.3 Natural Resources Management Improved ¿ IR 3.4 Targeted Communities Better Prepared to Withstand Violent Extremism and Mitigate Conflict The coastal region south of Pemba to Maganja de Costa (and Quelimane as opportunities permit) includes land and rich marine ecosystems vulnerable to climatic shocks and human-inflicted degradation. There is growing evidence of ongoing recruitment from coastal communities in this region by extremist groups, which is exacerbated by limited jobs and livelihood opportunities, particularly for youth."	32989075	21926258	2022-09-08	2027-09-08	"USAID/Mozambique"	"defunded"
"72052124F00001"	"72052124F00001"	"DAI GLOBAL LLC"	"USAID/Haiti Water Security and Systems Strengthening (USAID Eau) Activity"	32951780	1e+07	2024-02-12	2029-02-11	"USAID/Haiti"	"defunded"
"72049218CA00004"	"72049218CA00004"	"UNIVERSITY OF RHODE ISLAND"	"Fish Right Program - Base Award"	32948716	32948716	2018-03-30	2025-12-31	"USAID/Philippines"	"defunded"
"72036723C00001"	"72036723C00001"	"DAI GLOBAL LLC"	"The purpose of USAID Biodiversity is to improve biodiversity conservation and sustainable management of natural resources in Nepal's priority conservation landscapes by reducing threats from over-exploitation and poorly-planned development, and supporting the resilience of the economy and the people."	32931367	15334602	2022-11-04	2027-11-03	"USAID/Nepal"	"defunded"
"7200AA21LE00001"	"7200AA21LE00001"	"TRUSTEE OF TUFTS COLLEGE"	"FTF Food Systems for Nutrition Innovation Lab"	32900000	16450230	2021-09-10	2026-09-09	"USAID M/OAA"	"defunded"
"720BHA22IO00107"	"720BHA22IO00107"	"FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS"	"Emergency support to mitigate the effects of drought in Somali region of Ethiopia."	32900000	32900000	2022-04-18	2025-07-14	"USAID BHA"	"defunded"
"72011520F00013"	"72011520F00013"	"DAI GLOBAL LLC"	"The new Feed the Future Tajikistan Agriculture and Land Governance Activity will assist the Government of Tajikistan (GOT) to sustainably reduce hunger, undernutrition, and poverty of smallholder farmers by developing more productive and efficient agriculture systems, building the resilience of smallholder farmers and improving the enabling environment to facilitate sustainable and long term ag-led growth."	32656053	32656053	2020-10-01	2025-03-31	"USAID/Tajikistan"	"defunded"
"72064122CA00001"	"72064122CA00001"	"FAMILY HEALTH INTERNATIONAL"	"For the solicitation and implementation of the Accelerating Social and Behavior Change activity. The total estimated USAID Life-of-Activity (LOA) funding is $29,500,000 for a period of five years, with first year funding of $3,875,000 with FY 2018 and FY 2019 funds from HL.6 Maternal and Child Health, HL7 Family Planning and Reproductive Health, and H.9 Nutrition program areas, subject to availability of funds."	32081191	24472766	2021-12-10	2026-12-31	"USAID GH"	"defunded"
"72066319CA00004"	"72066319CA00004"	"PLAN INTERNATIONAL USA, INC."	"A new award for Hawassa Community and Worker Wellness Alliance."	32060456	8260456	2019-04-08	2027-04-06	"USAID/Ethiopia"	"defunded"
"72026725IO00001"	"72026725IO00001"	"INTERNATIONAL ORGANIZATION FOR MIGRATION"	"Supporting the Victims and Survivors of Conflicts and Violence"	3.2e+07	1.3e+07	2025-01-17	2030-01-16	"USAID/MERP (ME Regional- Frankfurt)"	"defunded"
"72065622CA00005"	"72065622CA00005"	"ACDI/VOCA"	"RESINA will address the key drivers of chronic poverty, food security, and malnutrition by strengthening the resilience capacities of targeted vulnerable communities and systems to absorb, adapt to, and transform in the face of shocks and stresses. The Goal of the Resiliência Integrada na Nutrição e Agricultura (RESINA) is to Increase resilience of smallholder farmers and rural households in selected districts of Zambezia and Nampula provinces. It aims to achieve this through three Intermediate Results (IR): a) Strengthening inclusiveness of food systems and value chains; b) Increasing sustainable management of productive natural resources; and c) Enhancing household and individual consumption of nutritious foods and diverse diets."	3.2e+07	15154571	2022-05-17	2027-05-17	"USAID/Mozambique"	"defunded"
"AID-388-A-16-00004"	"AID-388-A-16-00004"	"SOCIAL MARKETING COMPANY"	"Marketing Innovations for Sustainable Health Development. The project goal is to contribute to sustained improvements in the health status of women, children, and families in Bangladesh by increasing access to and demand for essential health products and services, using social marketing tools and concepts through the private sector. To attain this goal, the project will work towards achieving the following intermediate results (IRs): • IR 1: Increased access to and availability of a wide range of social marketing products through private sector networks, including non-governmental organizations (NGOs). • IR 2: Improved adoption of healthy behavior and practice by families and communities through effective BCC and media reach. • IR 3: Enhanced engagement of the private sector in delivery of quality health care and critical public health services."	3.2e+07	29930000	2016-10-17	2026-10-16	"USAID/Bangladesh"	"defunded"
"7200AA23M00011"	"7200AA23M00011"	"CLOUDBURST CONSULTING GROUP, INC."	"The purpose of this activity is to strengthen Democracy, Human Rights, and Governance (DRG) Center staff’s capacity to exchange information and resources with internal and external audiences via training programs and other professional exchanges, while strengthening the resilience and leadership of individuals and teams."	31929637	10745411	2023-09-26	2028-09-25	"USAID M/OAA"	"defunded"
